course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
Managing Cybersecurity Incidents and Disasters,"business continuity, disaster recovery, incident response planning",Intermediate,4.8,https://www.coursera.org/learn/managing-cybersecurity-incidents-and-disasters?specialization=managing-cybersecurity,14.0,Coursera,Information Technology
Cyber Attack Countermeasures,"cybersecurity, cryptography, public-key cryptography",Intermediate,4.8,https://www.coursera.org/learn/cyber-attack-countermeasures?specialization=intro-cyber-security,19.0,Coursera,Computer Science
An Introduction to Interactive Programming in Python (Part 1),"programming principles, python syntax and semantics, computer programming, python",Beginner,4.8,https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,19.0,Coursera,Computer Science
UI Automation and Selectors,"input actions automation, selectors, recording in studio, user interface automation, rpa",Intermediate,4.8,https://www.coursera.org/learn/ui-automation-and-selectors?specialization=roboticprocessautomation,8.0,Coursera,Computer Science
Google Data Analytics Professional Certificate,"spreadsheet, data cleansing, data analysis, data visualization, sql, questioning, decision-making, problem solving, metadata, data collection, data ethics, sample size determination, data integrity, data calculations, data aggregation, tableau software, presentation, r programming, r markdown, rstudio, job portfolio, case study",Advanced,4.8,https://www.coursera.org/professional-certificates/google-data-analytics,240.0,Coursera,Data Science
Information​ ​Systems Specialization,"project management, critical thinking, management, it skills and knowledge, finance and accounting skills and knowledge, business analysis skills and knowledge, project management skills and knowledge",Intermediate,4.8,https://www.coursera.org/specializations/information-systems,100.0,Coursera,Information Technology
Excel Basics for Data Analysis,"data science, spreadsheet, microsoft excel, data analysis, pivot table",Beginner,4.8,https://www.coursera.org/learn/excel-basics-data-analysis-ibm?specialization=data-analysis-visualization-foundations,12.0,Coursera,Data Science
Bayesian Statistics: Techniques and Models,"gibbs sampling, bayesian statistics, bayesian inference, r programming",Intermediate,4.8,https://www.coursera.org/learn/mcmc-bayesian-statistics?specialization=bayesian-statistics,29.0,Coursera,Data Science
Introduction to Machine Learning in Production,"human-level performance (hlp), concept drift, model baseline, project scoping and design, ml deployment challenges",Beginner,4.8,https://www.coursera.org/learn/introduction-to-machine-learning-in-production?specialization=machine-learning-engineering-for-production-mlops,11.0,Coursera,Data Science
Linear Regression for Business Statistics,"log–log plot, interaction (statistics), linear regression, regression analysis",Intermediate,4.8,https://www.coursera.org/learn/linear-regression-business-statistics?specialization=business-statistics-analysis,27.0,Coursera,Data Science
Design a User Experience for Social Good & Prepare for Jobs,"user experience (ux), usability testing, prototype, user experience design (uxd), ux design jobs",Intermediate,4.8,https://www.coursera.org/learn/ux-design-jobs,62.0,Coursera,Computer Science
Getting Started with SAS Programming,"sas studio, import data, reports, prepare data, sas programs",Beginner,4.8,https://www.coursera.org/learn/sas-programming-basics,24.0,Coursera,Data Science
Business Statistics and Analysis Capstone,"predictive analytics, data analysis, microsoft excel, regression analysis",Intermediate,4.8,https://www.coursera.org/learn/business-statistics-analysis-capstone?specialization=business-statistics-analysis,7.0,Coursera,Data Science
IBM Back-End Development Professional Certificate,"database (dbms), containers, python, microservices, backend development",Advanced,4.8,https://www.coursera.org/professional-certificates/ibm-backend-development,480.0,Coursera,Computer Science
IBM IT Support  Professional Certificate,"networking/cybersecurity essentials, it fundamentals, hardware/software setup, technical support, cloud computing",Advanced,4.8,https://www.coursera.org/professional-certificates/ibm-technical-support,80.0,Coursera,Information Technology
AWS Cloud Solutions Architect  Professional Certificate,"aws certification preparation, cloud architecture, architecting on aws, data lakes, aws management console",Advanced,4.8,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,80.0,Coursera,Information Technology
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","algorithms, randomized algorithm, sorting algorithm, divide and conquer algorithms",Intermediate,4.8,https://www.coursera.org/learn/algorithms-divide-conquer,16.0,Coursera,Computer Science
Principles of Computing (Part 2),"recursion, algorithms, python, tree (data structure)",Intermediate,4.8,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,15.0,Coursera,Computer Science
"Using JavaScript, JQuery, and JSON in Django","document object model (dom), jquery, many-to-many data modeling, json, javascript",Intermediate,4.8,https://www.coursera.org/learn/django-javascript-jquery-json?specialization=django,19.0,Coursera,Computer Science
Organizational Change and Culture for Adopting Google Cloud Specialization,"organizational culture, business transformation, business value, business strategy, business case analysis, sre culture",Intermediate,4.8,https://www.coursera.org/specializations/organizational-change-and-culture-for-adopting-google-cloud,40.0,Coursera,Information Technology
React Native,"react (javascript library), react, application development, mobile development",Intermediate,4.8,https://www.coursera.org/learn/react-native-course?specialization=meta-react-native,38.0,Coursera,Computer Science
Data Manipulation in RPA,"data manipulation, uipath, list, dictionary, rpa",Intermediate,4.8,https://www.coursera.org/learn/data-manipulation-in-rpa?specialization=roboticprocessautomation,9.0,Coursera,Computer Science
Advanced Topics and Future Trends in Database Technologies,"database (dbms), data warehousing, nosql, big data, database administration",Advanced,4.8,https://www.coursera.org/learn/advanced-topics-future-trends-database-technologies?specialization=databases-for-data-scientists,16.0,Coursera,Information Technology
Functional Programming Principles in Scala,"scala programming, recursion, functional programming, immutable data types, higher-order function",Intermediate,4.8,https://www.coursera.org/learn/scala-functional-programming?specialization=scala,56.0,Coursera,Computer Science
Machine Learning: Regression,"linear regression, ridge regression, lasso (statistics), regression analysis",Intermediate,4.8,https://www.coursera.org/learn/ml-regression?specialization=machine-learning,22.0,Coursera,Data Science
 Supervised Machine Learning: Classification,"decision tree, ensemble learning, classification algorithms, supervised learning, machine learning algorithms",Intermediate,4.8,https://www.coursera.org/learn/supervised-machine-learning-classification?specialization=ibm-intro-machine-learning,24.0,Coursera,Data Science
Explore Core Data Concepts in Microsoft Azure,"microsoft azure, data management, data storage, data concepts",Intermediate,4.8,https://www.coursera.org/learn/explore-core-data-concepts-microsoft-azure?specialization=microsoft-azure-dp-900-data-fundamentals,8.0,Coursera,Information Technology
Geospatial Analysis Project,"geographic information system (gis), data analysis, project, map analysis, project management",Intermediate,4.8,https://www.coursera.org/learn/gis-capstone?specialization=gis,62.0,Coursera,Data Science
IT Infrastructure and Emerging Trends,"management, it skills and knowledge",Intermediate,4.8,https://www.coursera.org/learn/it-infrastructure-and-emerging-trends?specialization=information-systems,8.0,Coursera,Information Technology
SAS Programmer Professional Certificate,"sas studio, import data, reports, prepare data, sas programs",Advanced,4.8,https://www.coursera.org/professional-certificates/sas-programming,80.0,Coursera,Data Science
"Start the UX Design Process: Empathize, Define, and Ideate","user experience (ux), ux research, wireframe, prototype, user experience design (uxd)",Intermediate,4.8,https://www.coursera.org/learn/start-ux-design-process,28.0,Coursera,Computer Science
"Decisions, Decisions: Dashboards and Reports","presenting data insights, tableau software, data visualization, effective communication, dashboarding and reporting",Intermediate,4.8,https://www.coursera.org/learn/decisions-decisions-dashboards-and-reports,27.0,Coursera,Data Science
